work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0870;T004;Trator;Valtra;Val-T81;Baixa;Preditiva;Em Andamento;2026-02-15 20:41;2026-02-16 08:11;;1640;Erro humano;Sistema hidráulico;1;8,1;11,6;6;13,3;5,2;Fazenda A;Manhã;9023;Larissa Vieira;"Vero dolor earum a ipsum nemo nam. Illo cumque laudantium fugiat.
Officia commodi placeat nesciunt recusandae. Nihil repellat est molestias repellendus."
WO0871;H001;Colhedora de cana;Case IH;Cas-500;Baixa;Preditiva;Concluída;2024-06-04 23:37;2024-06-06 09:53;2024-06-09 10:35;4362;Condições ambientais;Ferramentas de corte;1;2,4;24,8;16;11,4;9;Fazenda A;Tarde;472;Vitória Montenegro;
WO0872;T002;Trator;Case IH;Cas-T79;Média;Corretiva;Aberta;2023-09-07 08:46;;;9338;Erro humano;Sistema elétrico;3;9,1;48,8;9;19,7;10,6;Fazenda B;Noite;5178;Yan Aragão;
WO0873;H014;Colhedora de cana;AGCO;AGC-449;Alta;Corretiva;Aberta;2025-12-23 07:20;;;6013;Erro humano;Sistema elétrico;5;3,3;34,3;16;8,4;5,1;Fazenda B;Tarde;33047;Luigi Lopes;Fugit reiciendis dolor quae tempore. Velit repellendus nobis accusamus modi. Sed iste magnam consequatur quidem.
WO0874;T013;Trator;Valtra;Val-T107;Média;Preditiva;Concluída;2023-06-24 13:34;2023-06-24 22:44;2023-06-25 10:56;732;Condições ambientais;Sistema hidráulico;2;0;10,9;12;9,4;9,4;Fazenda A;Tarde;18662;Antônio Sá;Nobis asperiores ex perspiciatis dolore. Itaque ducimus officia officiis voluptates.
WO0875;H009;Colhedora de cana;Valtra;Val-288;Baixa;Preditiva;Em Andamento;2026-02-21 03:42;2026-02-21 17:07;;5892;Condições ambientais;Transmissão;1;13,3;32,1;10;15,3;2;Fazenda B;Manhã;7747;Sr. José Pedro da Mata;
WO0876;T010;Trator;Case IH;Cas-T77;Média;Corretiva;Em Andamento;2026-02-21 05:03;2026-02-21 19:06;;1658;Erro humano;Ferramentas de corte;3;0,1;2,1;11;23,1;23;Fazenda B;Manhã;11182;Letícia Nogueira;"Accusantium error vero expedita. Animi laborum eaque cupiditate reiciendis.
Iste velit provident quasi debitis tempora asperiores. Quae quia quasi natus ut sit voluptatum."
WO0877;T004;Trator;Valtra;Val-T81;Média;Preditiva;Aberta;2023-10-18 00:01;;;2220;Condições ambientais;Sistema elétrico;3;12,2;39,3;6;16;3,8;Armazém;Manhã;25649;Dr. Anthony Dias;
WO0878;H011;Colhedora de cana;Valtra;Val-331;Alta;Corretiva;Aberta;2023-02-21 21:47;;;7955;Condições ambientais;Transmissão;5;3;2,8;16;17,6;14,6;Fazenda A;Tarde;5052;Ana Julia da Rocha;
WO0879;T006;Trator;New Holland;New-T150;Alta;Preditiva;Aberta;2023-05-01 23:38;;;3063;Falha mecânica;Pneus/Rodas;5;6,7;18,8;9;12,7;6;Fazenda A;Noite;15500;Srta. Esther Marques;Nemo dolorum voluptates modi eum harum corrupti.
WO0880;T009;Trator;Case IH;Cas-T173;Alta;Corretiva;Concluída;2024-01-21 05:09;2024-01-22 17:56;2024-01-28 05:59;7923;Falha mecânica;Motor;5;2,7;21,2;16;18,3;15,6;Fazenda A;Noite;25741;Luiza Siqueira;
WO0881;T005;Trator;New Holland;New-T152;Baixa;Corretiva;Em Andamento;2026-01-31 16:12;2026-01-31 20:46;;2571;Desgaste de peças;Motor;1;8,9;8,4;15;23,2;14,3;Armazém;Noite;7405;Francisco Barbosa;
WO0882;H011;Colhedora de cana;Valtra;Val-331;Alta;Corretiva;Em Andamento;2026-01-29 00:20;2026-01-29 08:44;;731;Sobrecarga;Pneus/Rodas;4;10,7;45,3;15;10,9;0,2;Fazenda A;Manhã;22503;Benício Siqueira;
WO0883;T002;Trator;Case IH;Cas-T79;Baixa;Preventiva;Concluída;2025-07-10 04:48;2025-07-10 05:38;2025-07-15 05:39;7201;Manutenção programada;Sistema elétrico;1;17;45,9;14;17,6;0,6;Fazenda B;Manhã;6026;Ísis Caldeira;"Consectetur distinctio amet. Praesentium molestiae dolor autem accusantium.
Voluptates tempora eos aliquam. Nihil veniam eveniet ullam ipsam eum quas. Dolorum quisquam tempore."
WO0884;T014;Trator;John Deere;Joh-T77;Alta;Preventiva;Em Andamento;2026-01-28 16:24;2026-01-28 20:02;;2051;Manutenção programada;Sistema hidráulico;4;10,7;4,5;14;12,5;1,8;Armazém;Noite;11741;Dr. Danilo Fogaça;
WO0885;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preventiva;Em Andamento;2026-02-05 20:20;2026-02-06 18:07;;3103;Manutenção programada;Pneus/Rodas;5;0,5;13,7;14;19,3;18,8;Fazenda B;Manhã;16024;Isaac Aparecida;"Modi tempore veritatis fuga soluta molestias. Amet laudantium iusto dolorum quas nostrum odit.
Commodi aliquid temporibus temporibus. Eligendi itaque consequuntur nemo."
WO0886;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preventiva;Concluída;2023-02-28 02:14;2023-02-28 15:22;2023-03-03 20:06;4604;Manutenção programada;Sistema hidráulico;4;5,8;2,9;14;21,8;16;Fazenda B;Manhã;5465;Sr. Breno Sousa;Suscipit ab nesciunt unde ipsa quod blanditiis iusto. Temporibus non labore et doloremque facere. Incidunt reiciendis nobis facilis consequatur.
WO0887;T005;Trator;New Holland;New-T152;Média;Preventiva;Aberta;2023-01-21 06:55;;;5072;Manutenção programada;Sistema elétrico;3;1,8;6,2;12;11,8;10;Fazenda B;Noite;469;Sra. Agatha Farias;
WO0888;T005;Trator;New Holland;New-T152;Média;Corretiva;Aberta;2023-10-01 01:25;;;8511;Desgaste de peças;Motor;2;15,8;18,7;10;19,1;3,3;Fazenda B;Tarde;15886;Cecilia Novaes;"Dolorem distinctio quasi esse. Ipsam maiores ipsum placeat dolorum debitis.
Eius provident quibusdam officiis. Delectus accusantium deserunt recusandae molestias."
WO0889;H011;Colhedora de cana;Valtra;Val-331;Média;Preditiva;Concluída;2023-01-09 07:27;2023-01-11 01:15;2023-01-13 21:01;4066;Desgaste de peças;Sistema elétrico;3;3,2;15,4;14;12,2;9;Fazenda B;Tarde;10160;Sra. Maria Luísa Barbosa;
WO0890;T015;Trator;Case IH;Cas-T200;Média;Preventiva;Aberta;2025-07-13 21:36;;;9866;Manutenção programada;Transmissão;3;4,4;32,2;11;17,9;13,5;Fazenda A;Tarde;25793;Sophie Fernandes;"Facere nam ipsum porro. Inventore perferendis ea.
Unde quis et saepe incidunt quibusdam suscipit. Quos expedita ipsum eaque accusamus laboriosam."
WO0891;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preventiva;Em Andamento;2026-02-11 03:03;2026-02-12 00:03;;5698;Manutenção programada;Motor;4;4,6;0;12;11,8;7,2;Fazenda B;Manhã;16685;Olívia Castro;
WO0892;T014;Trator;John Deere;Joh-T77;Alta;Preditiva;Concluída;2025-07-30 22:43;2025-08-01 19:23;2025-08-02 21:10;1547;Condições ambientais;Ferramentas de corte;4;4,9;12,7;12;8,2;3,3;Armazém;Tarde;29942;Sra. Pietra Ramos;
WO0893;T014;Trator;John Deere;Joh-T77;Baixa;Preditiva;Aberta;2024-11-01 13:37;;;5709;Erro humano;Motor;1;3,6;36,6;11;18,3;14,7;Armazém;Noite;3619;Dr. Marcelo Câmara;
WO0894;H014;Colhedora de cana;AGCO;AGC-449;Média;Preventiva;Em Andamento;2026-02-24 10:00;2026-02-24 23:15;;1539;Manutenção programada;Ferramentas de corte;2;5,7;19,4;16;10,5;4,8;Fazenda B;Tarde;10263;Srta. Marina Barros;
WO0895;T002;Trator;Case IH;Cas-T79;Baixa;Preditiva;Aberta;2023-11-01 09:47;;;1643;Erro humano;Transmissão;1;2,3;30,5;8;9,4;7,1;Fazenda B;Noite;6027;Natália Costa;Minima officia suscipit libero autem ratione quibusdam quod. Iste quibusdam cumque necessitatibus aliquam exercitationem ut repudiandae.
WO0896;H006;Colhedora de cana;Valtra;Val-290;Baixa;Corretiva;Concluída;2024-10-22 13:02;2024-10-23 01:57;2024-10-25 12:00;3483;Falha mecânica;Transmissão;1;7,9;35,2;7;8,3;0,4;Fazenda B;Tarde;5396;Kamilly Sales;
WO0897;H007;Colhedora de cana;John Deere;Joh-358;Média;Corretiva;Aberta;2025-12-31 18:36;;;7246;Erro humano;Transmissão;2;15,4;11,6;13;16,8;1,4;Fazenda B;Noite;12549;Pedro Brito;
WO0898;T012;Trator;John Deere;Joh-T122;Alta;Corretiva;Concluída;2024-07-01 20:20;2024-07-01 21:57;2024-07-03 02:17;1700;Condições ambientais;Pneus/Rodas;5;14,3;27,7;9;21,4;7,1;Fazenda A;Noite;18439;Lucas Vieira;"Incidunt neque veritatis maiores. Occaecati saepe architecto iure minus facere minus itaque.
Ut voluptatibus est magni beatae. Voluptate dolore totam fuga. At harum explicabo dolores."
WO0899;H014;Colhedora de cana;AGCO;AGC-449;Média;Preventiva;Aberta;2023-06-05 12:43;;;3448;Manutenção programada;Motor;3;12,2;33,1;7;15,1;2,9;Armazém;Noite;7299;Diego Oliveira;Sint ipsa ratione voluptatem at culpa voluptatem. Nobis et a numquam repellendus temporibus ullam culpa.
WO0900;T005;Trator;New Holland;New-T152;Média;Preventiva;Concluída;2024-04-12 18:42;2024-04-14 04:15;2024-04-17 17:14;5099;Manutenção programada;Sistema hidráulico;3;8,1;4,3;7;8,8;0,7;Fazenda B;Noite;11243;Juliana Nascimento;
WO0901;T007;Trator;John Deere;Joh-T165;Baixa;Preditiva;Aberta;2024-05-17 14:20;;;3701;Condições ambientais;Sistema elétrico;1;13;44,9;8;16,7;3,7;Fazenda B;Noite;6733;Srta. Hadassa Pastor;Impedit temporibus perferendis et quidem quia magnam. Vero hic minus consectetur dolorum minima error. Distinctio repudiandae recusandae beatae occaecati ipsum.
WO0902;T014;Trator;John Deere;Joh-T77;Média;Preditiva;Em Andamento;2026-01-27 07:12;2026-01-27 20:20;;2231;Falha mecânica;Transmissão;3;10,6;38,5;15;20,3;9,7;Fazenda A;Noite;21177;Ravy Siqueira;
WO0903;T006;Trator;New Holland;New-T150;Média;Preditiva;Concluída;2025-04-20 22:14;2025-04-22 13:36;2025-04-25 02:06;3630;Sobrecarga;Sistema hidráulico;2;8,2;45,1;7;20,7;12,5;Fazenda A;Tarde;14382;Cecília Rodrigues;
WO0904;H008;Colhedora de cana;Valtra;Val-318;Baixa;Corretiva;Concluída;2023-07-17 22:35;2023-07-19 20:40;2023-07-23 09:28;5088;Erro humano;Sistema elétrico;1;2,3;37,3;11;14,9;12,6;Armazém;Manhã;2715;Arthur Miguel Monteiro;
WO0905;T011;Trator;Case IH;Cas-T147;Média;Corretiva;Concluída;2024-06-07 11:59;2024-06-08 00:54;2024-06-11 13:48;5094;Falha mecânica;Pneus/Rodas;2;8;41;15;19,9;11,9;Fazenda B;Tarde;11159;Valentim Azevedo;
WO0906;H002;Colhedora de cana;New Holland;New-267;Média;Corretiva;Em Andamento;2026-01-29 08:28;2026-01-29 15:55;;5069;Sobrecarga;Ferramentas de corte;3;2,9;4,8;16;21,6;18,7;Armazém;Tarde;19143;Theodoro Siqueira;
WO0907;T007;Trator;John Deere;Joh-T165;Alta;Preditiva;Aberta;2025-08-30 00:44;;;5454;Desgaste de peças;Pneus/Rodas;4;8,1;41,5;14;15,9;7,8;Fazenda B;Manhã;33094;Eloah Silva;Numquam iste nesciunt ipsum quo maiores. Provident hic magni aspernatur unde quibusdam nisi.
WO0908;H008;Colhedora de cana;Valtra;Val-318;Média;Preditiva;Aberta;2024-10-08 01:13;;;8745;Sobrecarga;Ferramentas de corte;2;3,3;30,4;13;20,9;17,6;Armazém;Manhã;16077;Marcos Vinicius Pastor;"Eos officia voluptatum sapiente nisi eum. Distinctio nesciunt enim quo.
Architecto sed aspernatur. Ad dicta nihil harum. Fuga ut rerum ipsa."
WO0909;T004;Trator;Valtra;Val-T81;Alta;Corretiva;Concluída;2024-10-17 20:32;2024-10-19 12:14;2024-10-20 18:40;1826;Sobrecarga;Transmissão;4;2,4;14,1;15;10,7;8,3;Armazém;Tarde;12828;Anna Liz da Cunha;
WO0910;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preventiva;Aberta;2024-09-11 16:58;;;2633;Manutenção programada;Sistema hidráulico;5;6,6;42,1;9;9,2;2,6;Armazém;Manhã;30382;Apollo Nogueira;"Earum voluptates ipsam. Autem delectus sint totam voluptate labore culpa.
Inventore vero expedita impedit ex. Rem quod nihil cum illum magnam nobis."
WO0911;H006;Colhedora de cana;Valtra;Val-290;Média;Corretiva;Em Andamento;2026-02-16 13:32;2026-02-17 00:18;;4090;Sobrecarga;Sistema elétrico;3;9,8;47,6;12;17,4;7,6;Fazenda A;Noite;5656;Liam Lopes;
WO0912;T001;Trator;New Holland;New-T163;Média;Preditiva;Em Andamento;2026-02-23 03:21;2026-02-23 10:27;;5395;Sobrecarga;Sistema elétrico;3;1,2;34,3;6;11,7;10,5;Armazém;Manhã;3209;João Gabriel Caldeira;
WO0913;T005;Trator;New Holland;New-T152;Baixa;Preventiva;Aberta;2023-10-06 22:02;;;4524;Manutenção programada;Ferramentas de corte;1;0;8;8;21,6;21,6;Fazenda B;Manhã;4518;Cauê Moura;Voluptatem necessitatibus modi. Maiores laborum commodi aut quae. Officia id ipsum quis doloribus corrupti.
WO0914;T012;Trator;John Deere;Joh-T122;Alta;Preventiva;Em Andamento;2026-02-15 16:42;2026-02-15 17:15;;3438;Manutenção programada;Pneus/Rodas;5;7,5;41,4;6;23,1;15,6;Armazém;Noite;21153;Marcela Araújo;
WO0915;T012;Trator;John Deere;Joh-T122;Baixa;Preditiva;Concluída;2023-03-15 18:06;2023-03-16 00:49;2023-03-20 08:43;6234;Desgaste de peças;Ferramentas de corte;1;8,8;29,6;12;14,3;5,5;Fazenda B;Tarde;5030;Daniel Vieira;
WO0916;T002;Trator;Case IH;Cas-T79;Média;Preventiva;Aberta;2023-03-21 09:01;;;5567;Manutenção programada;Ferramentas de corte;3;9,9;9,6;6;12,4;2,5;Armazém;Manhã;6361;Sra. Alexia Mendes;Explicabo aliquid eligendi quo possimus facilis nam. Dolorum dolores necessitatibus architecto natus suscipit maiores. Non autem omnis voluptates quo vel.
WO0917;H005;Colhedora de cana;Case IH;Cas-206;Baixa;Preditiva;Aberta;2024-08-10 11:26;;;9230;Condições ambientais;Transmissão;1;7,4;9,6;12;19,2;11,8;Armazém;Noite;6998;Ester Vargas;
WO0918;T014;Trator;John Deere;Joh-T77;Alta;Corretiva;Aberta;2025-06-09 20:03;;;2498;Erro humano;Sistema hidráulico;5;9,2;9,8;10;19,7;10,5;Fazenda B;Manhã;20783;Nina Marques;
WO0919;H004;Colhedora de cana;Valtra;Val-228;Média;Corretiva;Concluída;2025-03-23 07:30;2025-03-24 07:21;2025-03-27 04:28;4147;Condições ambientais;Pneus/Rodas;2;1,5;4;10;9;7,5;Fazenda A;Tarde;1638;Maria Luiza Dias;"Dolorum aliquam minus earum voluptatum nisi. At iure maiores alias vitae. Praesentium provident quos numquam dolorem repellendus ratione.
Rerum magnam nobis a non. Ab ut fugiat harum temporibus."
WO0920;T014;Trator;John Deere;Joh-T77;Alta;Preditiva;Em Andamento;2026-02-01 08:12;2026-02-01 19:45;;6236;Condições ambientais;Ferramentas de corte;4;8,4;5,6;14;22,4;14;Armazém;Tarde;33751;Vinícius Pires;
WO0921;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Preventiva;Aberta;2023-09-24 13:26;;;9396;Manutenção programada;Sistema elétrico;1;0,6;43,7;11;14,9;14,3;Fazenda B;Tarde;2934;Sra. Eloá Ferreira;
WO0922;T006;Trator;New Holland;New-T150;Média;Preditiva;Em Andamento;2026-02-08 21:23;2026-02-09 09:13;;2133;Condições ambientais;Sistema elétrico;2;0,1;35,7;7;22,3;22,2;Fazenda A;Manhã;4653;Vitor Gabriel Lima;
WO0923;H001;Colhedora de cana;Case IH;Cas-500;Média;Preditiva;Concluída;2024-09-28 00:42;2024-09-28 04:37;2024-10-01 23:42;5465;Condições ambientais;Sistema hidráulico;3;12,1;6,7;11;22,1;10;Fazenda A;Tarde;22167;Sra. Ana Campos;Nemo pariatur consequatur ipsum adipisci. Dignissimos enim vero quas. Suscipit nobis aperiam omnis nulla quod voluptate.
WO0924;T003;Trator;AGCO;AGC-T75;Média;Preventiva;Aberta;2025-08-28 08:28;;;810;Manutenção programada;Pneus/Rodas;2;10,8;45,8;13;12,2;1,4;Fazenda A;Noite;1596;Jade Abreu;Minima odit possimus cum reiciendis. Amet eum expedita. Rerum nemo corporis quam voluptatem fugiat.
WO0925;H001;Colhedora de cana;Case IH;Cas-500;Média;Preditiva;Concluída;2025-12-19 03:38;2025-12-20 09:52;2025-12-20 22:37;765;Condições ambientais;Ferramentas de corte;3;4,5;18,3;13;9,9;5,4;Fazenda A;Manhã;5313;Luísa da Rosa;Impedit suscipit veritatis maxime possimus molestiae. Tenetur laborum molestiae. Nihil debitis perspiciatis ab accusamus aspernatur.
WO0926;T012;Trator;John Deere;Joh-T122;Média;Corretiva;Concluída;2025-12-29 07:41;2025-12-30 04:24;2026-01-01 02:32;2768;Desgaste de peças;Sistema elétrico;3;7,5;28,4;15;9,3;1,8;Armazém;Manhã;10815;Sophie Aparecida;
WO0927;H002;Colhedora de cana;New Holland;New-267;Alta;Preventiva;Aberta;2023-01-22 03:07;;;3266;Manutenção programada;Pneus/Rodas;5;6,4;1,3;15;10,6;4,2;Fazenda A;Tarde;37894;Bryan Carvalho;Unde odio dolore suscipit vel. Doloribus architecto quo minus veniam dolorum quia.
WO0928;H011;Colhedora de cana;Valtra;Val-331;Alta;Corretiva;Em Andamento;2026-01-31 20:01;2026-02-01 19:33;;3226;Falha mecânica;Ferramentas de corte;4;11,9;29,2;9;22,5;10,6;Armazém;Tarde;935;Ana Beatriz Rocha;"Ratione doloribus molestias harum tempora excepturi itaque provident. Recusandae tempore enim excepturi officia odit.
Fugit harum dignissimos ex modi. Assumenda debitis similique fugiat in aperiam."
WO0929;T009;Trator;Case IH;Cas-T173;Alta;Preventiva;Em Andamento;2026-02-17 16:38;2026-02-18 07:49;;5622;Manutenção programada;Transmissão;5;0,1;49,6;6;21,7;21,6;Fazenda B;Noite;1621;Helena Garcia;"Atque explicabo hic labore. A aliquid ducimus.
Dolores sed dolore. Eos voluptatibus libero quisquam quidem commodi repellendus."
WO0930;T006;Trator;New Holland;New-T150;Alta;Preventiva;Concluída;2024-11-12 07:21;2024-11-14 06:50;2024-11-20 06:09;8599;Manutenção programada;Transmissão;4;13,7;23,5;8;19;5,3;Fazenda B;Tarde;2815;Maya Castro;Inventore est accusantium at perspiciatis repellendus. Nostrum neque mollitia blanditiis quasi aperiam perspiciatis.
WO0931;T009;Trator;Case IH;Cas-T173;Alta;Preventiva;Em Andamento;2026-02-23 09:48;2026-02-24 01:26;;480;Manutenção programada;Pneus/Rodas;4;7,1;11,8;7;10,4;3,3;Armazém;Tarde;28386;Ian da Paz;
WO0932;T010;Trator;Case IH;Cas-T77;Alta;Preventiva;Concluída;2026-02-21 08:14;2026-02-23 01:43;2026-02-24 13:30;2147;Manutenção programada;Sistema elétrico;4;19,9;47,8;16;21,2;1,3;Armazém;Tarde;13080;Dr. Lucas Sá;Aperiam blanditiis pariatur error. Accusamus doloribus in perspiciatis quos. Assumenda quam cumque non fugit reprehenderit minus.
WO0933;H006;Colhedora de cana;Valtra;Val-290;Alta;Preventiva;Em Andamento;2026-02-04 19:46;2026-02-05 02:56;;2991;Manutenção programada;Pneus/Rodas;5;5,7;0,5;6;11,2;5,5;Fazenda B;Manhã;40687;Asafe Borges;Repellendus blanditiis maiores sunt necessitatibus assumenda enim. Eligendi voluptas qui illo occaecati. Alias sit minima labore.
WO0934;H012;Colhedora de cana;Case IH;Cas-275;Média;Corretiva;Aberta;2025-06-26 09:21;;;4178;Falha mecânica;Sistema elétrico;3;6,2;13,8;12;14,4;8,2;Fazenda A;Tarde;14619;Rhavi Sá;
WO0935;H011;Colhedora de cana;Valtra;Val-331;Baixa;Corretiva;Em Andamento;2026-02-10 02:36;2026-02-10 04:10;;340;Desgaste de peças;Transmissão;1;7,9;45,8;14;9,1;1,2;Armazém;Noite;4641;Maria Fernanda Oliveira;"Alias aliquid est odio iure eligendi. Aliquam sint error ratione repudiandae ea dolorem adipisci.
Libero temporibus provident illo quo ipsa."
WO0936;T009;Trator;Case IH;Cas-T173;Média;Preventiva;Concluída;2023-02-07 02:15;2023-02-07 23:08;2023-02-08 04:06;298;Manutenção programada;Motor;2;4,3;42,3;16;9;4,7;Fazenda B;Tarde;17608;Allana Rocha;Rem error provident perspiciatis. Provident explicabo nobis odit officiis minus placeat dolorem. Fugit necessitatibus sint est. Eveniet unde labore dicta dolores quaerat quidem.
WO0937;H015;Colhedora de cana;Case IH;Cas-360;Média;Preventiva;Concluída;2024-11-14 05:41;2024-11-14 08:23;2024-11-14 17:47;564;Manutenção programada;Transmissão;3;2,4;46;6;22,6;20,2;Fazenda A;Manhã;8390;Fernando da Costa;
WO0938;H005;Colhedora de cana;Case IH;Cas-206;Média;Preditiva;Aberta;2024-04-24 05:07;;;2260;Desgaste de peças;Sistema elétrico;2;12,6;36,1;8;13,8;1,2;Fazenda A;Manhã;1064;Dr. Caleb Albuquerque;
WO0939;H005;Colhedora de cana;Case IH;Cas-206;Baixa;Preventiva;Aberta;2023-02-11 07:08;;;9633;Manutenção programada;Transmissão;1;9,6;33,8;8;12;2,4;Fazenda B;Manhã;1324;Mariane Caldeira;Amet voluptatem dolorem quaerat tempora ducimus omnis eaque. Nam accusantium repellat hic ullam amet. Asperiores officiis accusantium incidunt.
WO0940;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preventiva;Em Andamento;2026-02-10 13:24;2026-02-11 08:44;;2106;Manutenção programada;Ferramentas de corte;4;3,6;40,2;6;17,7;14,1;Fazenda A;Manhã;23307;Aurora Albuquerque;Sit numquam sit suscipit blanditiis. Temporibus perspiciatis laboriosam voluptas deleniti. Quis labore molestias nisi neque nam.
WO0941;T004;Trator;Valtra;Val-T81;Baixa;Preventiva;Em Andamento;2026-01-30 10:32;2026-01-30 13:54;;2852;Manutenção programada;Transmissão;1;11,8;39,1;10;12,3;0,5;Fazenda B;Noite;6667;Maria Sophia da Costa;"Voluptatem illo quis. Non in magni porro veniam reiciendis beatae.
Iusto id veniam ad. Eum quasi vero repellendus eius. Quas voluptatum reiciendis culpa temporibus. Ducimus earum totam itaque."
WO0942;T007;Trator;John Deere;Joh-T165;Média;Corretiva;Aberta;2024-04-30 01:50;;;6805;Desgaste de peças;Ferramentas de corte;2;0,2;42,8;9;9,2;9;Armazém;Tarde;16035;Ravi Abreu;
WO0943;T003;Trator;AGCO;AGC-T75;Média;Preventiva;Em Andamento;2026-02-01 00:38;2026-02-02 00:05;;2348;Manutenção programada;Sistema elétrico;2;6,3;31,9;14;10,8;4,5;Fazenda A;Tarde;3710;Sr. José Miguel das Neves;"Ipsum nisi sint odio culpa maiores quia. Illo ipsa consectetur.
Labore rerum eum repellendus nesciunt voluptates officia. Qui magnam libero tempore non."
WO0944;H006;Colhedora de cana;Valtra;Val-290;Média;Corretiva;Em Andamento;2026-02-23 13:25;2026-02-23 18:52;;2899;Condições ambientais;Pneus/Rodas;2;2;9,9;8;19,9;17,9;Fazenda A;Tarde;16509;Benjamin Fogaça;"Nostrum dolor ad velit libero. Facilis illo aliquid provident nemo perferendis aut.
Deserunt quibusdam accusantium saepe ducimus."
WO0945;T012;Trator;John Deere;Joh-T122;Baixa;Preventiva;Concluída;2025-08-03 02:12;2025-08-03 14:58;2025-08-09 21:04;9006;Manutenção programada;Ferramentas de corte;1;10,1;44,5;7;11;0,9;Armazém;Manhã;1574;João Vitor Lopes;Quaerat harum facilis reprehenderit pariatur illo quasi voluptatum. Excepturi quas illo nobis.
WO0946;T012;Trator;John Deere;Joh-T122;Alta;Corretiva;Concluída;2025-07-15 15:00;2025-07-15 15:18;2025-07-16 20:48;1770;Erro humano;Sistema elétrico;5;0,5;40,3;8;16;15,5;Fazenda B;Tarde;20524;Pietro Aparecida;At totam corporis placeat deserunt in deserunt. Nobis corrupti accusamus dolores unde. Quod pariatur odio nostrum enim quae vero.
WO0947;H008;Colhedora de cana;Valtra;Val-318;Média;Corretiva;Concluída;2025-07-01 17:16;2025-07-02 16:45;2025-07-03 23:32;1847;Desgaste de peças;Ferramentas de corte;2;18,4;47,4;6;23;4,6;Fazenda A;Manhã;13212;Rodrigo Costela;
WO0948;H010;Colhedora de cana;AGCO;AGC-327;Baixa;Corretiva;Em Andamento;2026-02-07 12:48;2026-02-08 03:27;;1503;Sobrecarga;Pneus/Rodas;1;0,1;0,2;15;8,4;8,3;Fazenda A;Noite;4273;Leandro Nascimento;
WO0949;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Corretiva;Em Andamento;2026-01-26 19:05;2026-01-27 02:33;;5181;Erro humano;Transmissão;1;12,5;22,2;10;19,6;7,1;Fazenda B;Noite;9634;João Pedro Câmara;"Molestiae amet inventore temporibus nam in.
Vero placeat nostrum dolorum illum. Quos quo pariatur laboriosam ipsum."
WO0950;H005;Colhedora de cana;Case IH;Cas-206;Alta;Corretiva;Em Andamento;2026-01-28 21:19;2026-01-29 02:19;;3493;Sobrecarga;Transmissão;5;13,8;43;12;19,4;5,6;Fazenda B;Tarde;30951;Nina Cavalcanti;
WO0951;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Concluída;2025-09-13 15:08;2025-09-14 00:00;2025-09-16 19:20;4040;Falha mecânica;Sistema hidráulico;4;6,8;8,7;12;8,8;2;Fazenda A;Tarde;36343;João Lucas Machado;
